path,source,true_label,assign_class,maha_min,pca_residual,knn_mean
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (24).tif,Test,Ectreposbastes imus,Ectreposbastes imus,47.954586,1.4287634,7.212040338383369
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (25).tif,Test,Ectreposbastes imus,Ectreposbastes imus,47.08085,1.51049,6.981977629179857
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (26).tif,Test,Ectreposbastes imus,Ectreposbastes imus,46.215183,1.4432564,6.695417768137108
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (27).tif,Test,Ectreposbastes imus,Ectreposbastes imus,44.177578,1.421537,6.9677216501187305
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (28).tif,Test,Ectreposbastes imus,Ectreposbastes imus,39.10813,1.6843653,6.328658643960953
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (29).tif,Test,Ectreposbastes imus,Ectreposbastes imus,38.65177,1.6407074,6.255229464287661
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (30).tif,Test,Ectreposbastes imus,Ectreposbastes imus,39.21514,1.717164,6.254720822128554
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (31).tif,Test,Ectreposbastes imus,Ectreposbastes imus,36.939983,1.6257746,6.122523437738419
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (32).tif,Test,Ectreposbastes imus,Ectreposbastes imus,40.409332,1.6538613,6.334980424642563
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (33).tif,Test,Ectreposbastes imus,Ectreposbastes imus,36.10928,1.4649416,6.120721061977645
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (34).tif,Test,Ectreposbastes imus,Ectreposbastes imus,39.614742,2.1755013,6.529503724575043
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (35).tif,Test,Ectreposbastes imus,Ectreposbastes imus,40.832916,2.224369,6.668169302103784
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (36).tif,Test,Ectreposbastes imus,Ectreposbastes imus,39.568256,2.191602,6.576723255629442
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (37).tif,Test,Ectreposbastes imus,Ectreposbastes imus,32.248318,0.94961214,5.870035967826843
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (38).tif,Test,Ectreposbastes imus,Ectreposbastes imus,33.87165,0.9837833,5.933988752365113
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (39).tif,Test,Ectreposbastes imus,Ectreposbastes imus,49.75306,1.8395146,7.1028132222754286
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (40).tif,Test,Ectreposbastes imus,Ectreposbastes imus,48.301765,1.7281901,7.023826963768654
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (41).tif,Test,Ectreposbastes imus,Ectreposbastes imus,34.03969,0.8742526,6.03468960833063
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (42).tif,Test,Ectreposbastes imus,Ectreposbastes imus,32.55319,0.9812495,5.912255723032256
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (43).tif,Test,Ectreposbastes imus,Ectreposbastes imus,32.103798,0.9873086,5.845729538950224
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (44).tif,Test,Ectreposbastes imus,Ectreposbastes imus,32.635303,1.0250666,5.869078619035979
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (45).tif,Test,Ectreposbastes imus,Ectreposbastes imus,32.557705,0.9800062,5.991771313662432
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (46).tif,Test,Ectreposbastes imus,Ectreposbastes imus,55.1706,1.4077027,7.16626311730852
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (47).tif,Test,Ectreposbastes imus,Ectreposbastes imus,45.58902,1.2624807,6.74824288796892
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (48).tif,Test,Ectreposbastes imus,Ectreposbastes imus,47.4318,1.2777293,6.6914945260265135
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (49).tif,Test,Ectreposbastes imus,Ectreposbastes imus,43.159996,1.2056961,6.794010183329485
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (50).tif,Test,Ectreposbastes imus,Ectreposbastes imus,42.660774,1.0981059,6.644312407526274
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (51).tif,Test,Ectreposbastes imus,Ectreposbastes imus,43.25508,1.1372943,6.554753838435188
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (52).tif,Test,Ectreposbastes imus,Ectreposbastes imus,38.303867,1.0502727,6.143616869449615
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (53).tif,Test,Ectreposbastes imus,Ectreposbastes imus,39.470432,1.0129086,6.185552827867766
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (54).tif,Test,Ectreposbastes imus,Ectreposbastes imus,36.73455,1.0057166,6.10107781018354
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (55).tif,Test,Ectreposbastes imus,Ectreposbastes imus,42.333744,1.0943654,6.4526701052515705
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (56).tif,Test,Ectreposbastes imus,Ectreposbastes imus,34.721962,0.93241686,6.034146122095849
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (57).tif,Test,Ectreposbastes imus,Ectreposbastes imus,36.60624,0.9598929,6.255739997181197
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (58).tif,Test,Ectreposbastes imus,Ectreposbastes imus,36.242672,0.98182356,6.173082174418237
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (59).tif,Test,Ectreposbastes imus,Ectreposbastes imus,32.735176,0.95840883,5.978036371825006
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (60).tif,Test,Ectreposbastes imus,Ectreposbastes imus,36.830235,0.94002265,6.0326549453686695
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_Sp2_L (61).tif,Test,Ectreposbastes imus,Ectreposbastes imus,45.217865,2.026386,6.763398117537402
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (1).tif,Test,Ectreposbastes imus,Ectreposbastes imus,119.51222,5.4388843,16.711903871671808
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (17).tif,Test,Ectreposbastes imus,Ectreposbastes imus,55.317295,2.883749,7.963551924584176
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (18).tif,Test,Ectreposbastes imus,Ectreposbastes imus,54.333607,2.7806697,7.835741120932366
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (19).tif,Test,Ectreposbastes imus,Ectreposbastes imus,56.56301,2.9224083,8.049760521650315
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (2).tif,Test,Ectreposbastes imus,Ectreposbastes imus,48.53321,2.191736,6.759675379547377
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (20).tif,Test,Ectreposbastes imus,Ectreposbastes imus,61.851997,3.3000302,8.349149147627617
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (3).tif,Test,Ectreposbastes imus,Ectreposbastes imus,45.935658,2.420581,6.722017723677422
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (4).tif,Test,Ectreposbastes imus,Ectreposbastes imus,46.71379,2.3817155,6.695422729964159
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (5).tif,Test,Ectreposbastes imus,Ectreposbastes imus,45.47092,2.391204,6.670295547602441
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (6).tif,Test,Ectreposbastes imus,Ectreposbastes imus,51.793285,2.5087073,7.026372942442797
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (7).tif,Test,Ectreposbastes imus,Ectreposbastes imus,49.57503,2.4039998,6.895304872507952
/home/reshma/Otolith/otolith_Final/model_data/test/Ectreposbastes imus/Ectreposbastes imus_dorsal_Sp2_L_dorsal (8).tif,Test,Ectreposbastes imus,Ectreposbastes imus,49.694065,2.3887787,6.865307499880694
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI10L 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,35.932556,4.015667,28.672770233154296
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI23 0.75XDORSAL1.tif,Test,Grammoplites suppositus,Grammoplites suppositus,50.990295,5.3790703,36.88372165679932
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI23R 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,23.912283,1.8024856,33.41233330249786
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI26R 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,24.188929,2.3653255,30.555993185043334
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI35R 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,30.183401,2.3579404,33.94237382411957
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI3R .75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,24.37587,2.820936,31.096133127212525
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI4.tif,Test,Grammoplites suppositus,Grammoplites suppositus,48.3127,3.9141574,35.40183179855347
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI44R 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,73.61677,4.157656,23.74842887079504
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI50L 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,32.796623,2.7198842,34.553044970783496
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI53R 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,24.019922,2.1318738,31.770999043735763
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI58R 0.75X.tif,Test,Grammoplites suppositus,Grammoplites suppositus,79.82824,4.2245507,22.398228454589844
/home/reshma/Otolith/otolith_Final/model_data/test/Grammoplites suppositus/AI7.tif,Test,Grammoplites suppositus,Grammoplites suppositus,45.64213,4.0060115,37.04458686317541
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (1).tif,Test,Hoplostethus sp,Hoplostethus sp,42.870052,2.1932397,19.12584919691086
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (10).tif,Test,Hoplostethus sp,Hoplostethus sp,41.402653,1.8603121,18.815276577130334
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (11).tif,Test,Hoplostethus sp,Hoplostethus sp,60.4663,2.399276,19.17080015257289
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (12).tif,Test,Hoplostethus sp,Hoplostethus sp,38.606606,2.0781186,19.136130882501604
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (13).tif,Test,Hoplostethus sp,Hoplostethus sp,36.830772,1.842674,18.857024242433805
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (14).tif,Test,Hoplostethus sp,Hoplostethus sp,38.570873,2.0340083,19.073276793691026
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (15).tif,Test,Hoplostethus sp,Hoplostethus sp,35.358974,1.9910061,18.944773350954055
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (16).tif,Test,Hoplostethus sp,Hoplostethus sp,39.863285,2.171269,19.13492844197403
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (2).tif,Test,Hoplostethus sp,Hoplostethus sp,42.92592,2.0989828,19.45118396997452
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (3).tif,Test,Hoplostethus sp,Hoplostethus sp,46.09803,2.1488955,19.048992620262403
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (4).tif,Test,Hoplostethus sp,Hoplostethus sp,52.590206,2.4176612,19.272529304775496
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (5).tif,Test,Hoplostethus sp,Hoplostethus sp,39.36872,1.9798914,18.869057507514952
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (6).tif,Test,Hoplostethus sp,Hoplostethus sp,38.491333,2.0712447,19.00440833568573
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (7).tif,Test,Hoplostethus sp,Hoplostethus sp,41.730354,2.2116644,19.150703823566438
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (8).tif,Test,Hoplostethus sp,Hoplostethus sp,39.587746,2.0352745,18.92556799411774
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_L (9).tif,Test,Hoplostethus sp,Hoplostethus sp,42.013893,1.8677036,18.943599815368653
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (1).tif,Test,Hoplostethus sp,Hoplostethus sp,44.298946,2.0414364,19.67627605751445
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (10).tif,Test,Hoplostethus sp,Hoplostethus sp,42.62694,2.058486,20.35509494379451
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (11).tif,Test,Hoplostethus sp,Hoplostethus sp,47.839355,2.4444377,20.794972687617317
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (12).tif,Test,Hoplostethus sp,Hoplostethus sp,55.092262,2.62859,20.94945308420311
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (13).tif,Test,Hoplostethus sp,Hoplostethus sp,57.752647,3.0057466,21.170534904003144
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (14).tif,Test,Hoplostethus sp,Hoplostethus sp,44.05889,2.199656,20.52619464278221
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (15).tif,Test,Hoplostethus sp,Hoplostethus sp,41.08724,2.1738958,20.394658535718918
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (16).tif,Test,Hoplostethus sp,Hoplostethus sp,41.10207,2.1418366,20.331510803699494
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (2).tif,Test,Hoplostethus sp,Hoplostethus sp,41.571735,1.9871944,19.280035369053856
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (3).tif,Test,Hoplostethus sp,Hoplostethus sp,43.292885,2.1715312,19.33766663864543
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (4).tif,Test,Hoplostethus sp,Hoplostethus sp,58.92364,2.5614436,19.57350494221141
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (5).tif,Test,Hoplostethus sp,Hoplostethus sp,53.569244,2.7595556,20.986776333781584
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (6).tif,Test,Hoplostethus sp,Hoplostethus sp,41.655132,2.0888305,19.71918647669773
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (7).tif,Test,Hoplostethus sp,Hoplostethus sp,43.261578,2.2112184,20.10679680660655
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (8).tif,Test,Hoplostethus sp,Hoplostethus sp,37.6335,1.819051,19.66287800277807
/home/reshma/Otolith/otolith_Final/model_data/test/Hoplostethus sp/Hoplostethus melanopterus_Sp10_R (9).tif,Test,Hoplostethus sp,Hoplostethus sp,37.311203,1.8366499,19.876058168807052
/home/reshma/Otolith/otolith_Final/model_data/test/Lepidotrigla spiloptera/Lepi 3 dorsal 3.2x.tif,Test,Lepidotrigla spiloptera,Lepidotrigla spiloptera,49.913723,2.5351236,51.5855762878118
/home/reshma/Otolith/otolith_Final/model_data/test/Lepidotrigla spiloptera/Lepi 3 dorsal 3.2x2.tif,Test,Lepidotrigla spiloptera,Lepidotrigla spiloptera,47.3482,2.601726,53.21144854218344
/home/reshma/Otolith/otolith_Final/model_data/test/Lepidotrigla spiloptera/Lepi 3 dorsal 3.2x5.tif,Test,Lepidotrigla spiloptera,Lepidotrigla spiloptera,31.26603,2.1535506,52.7193092384241
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (1).tif,Test,Minous dempsterae,Minous dempsterae,65.90127,2.670923,5.145516800062309
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (10).tif,Test,Minous dempsterae,Minous dempsterae,52.65384,1.2424647,3.387402746195696
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (11).tif,Test,Minous dempsterae,Minous dempsterae,53.416462,1.2570001,3.4350611090660097
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (119).tif,Test,Minous dempsterae,Minous dempsterae,42.892624,1.2319025,3.314811544418335
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (12).tif,Test,Minous dempsterae,Minous dempsterae,51.365593,1.256051,3.500824308395386
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (120).tif,Test,Minous dempsterae,Minous dempsterae,42.869457,1.2331434,3.4061334681510926
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (121).tif,Test,Minous dempsterae,Minous dempsterae,42.287262,1.0534383,3.1712623588010174
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (122).tif,Test,Minous dempsterae,Minous dempsterae,42.204926,0.9721296,2.0354603977154717
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (123).tif,Test,Minous dempsterae,Minous dempsterae,38.08264,0.8836415,1.8415550751637442
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (124).tif,Test,Minous dempsterae,Minous dempsterae,44.633503,1.0516676,3.1203000731419546
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (125).tif,Test,Minous dempsterae,Minous dempsterae,48.01171,1.8137851,4.349542178289543
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (126).tif,Test,Minous dempsterae,Minous dempsterae,84.47205,3.2194023,9.407614477872848
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (127).tif,Test,Minous dempsterae,Minous dempsterae,85.37957,3.2161367,9.530566860437393
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (128).tif,Test,Minous dempsterae,Minous dempsterae,136.18108,4.220778,14.629937428236008
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (129).tif,Test,Minous dempsterae,Minous dempsterae,137.80035,4.319051,14.87351276114871
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (13).tif,Test,Minous dempsterae,Minous dempsterae,56.36996,1.2661309,3.677931327001701
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (130).tif,Test,Minous dempsterae,Minous dempsterae,83.673515,3.1034522,9.365587429518603
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (131).tif,Test,Minous dempsterae,Minous dempsterae,67.972,3.00597,7.1196653373568255
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (132).tif,Test,Minous dempsterae,Minous dempsterae,51.233845,1.5900933,3.241940168852709
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (133).tif,Test,Minous dempsterae,Minous dempsterae,72.7879,3.1115305,7.50337229013443
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (134).tif,Test,Minous dempsterae,Minous dempsterae,60.82514,2.3074155,5.093193449492357
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (135).tif,Test,Minous dempsterae,Minous dempsterae,54.67793,1.752487,3.616518635749817
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (136).tif,Test,Minous dempsterae,Minous dempsterae,39.888927,1.9531219,4.946520223135852
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (137).tif,Test,Minous dempsterae,Minous dempsterae,36.29212,1.8305236,4.2994624717562395
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (138).tif,Test,Minous dempsterae,Minous dempsterae,32.803078,1.687203,4.307911474704742
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (139).tif,Test,Minous dempsterae,Minous dempsterae,29.293646,1.0903943,2.039027678966522
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (14).tif,Test,Minous dempsterae,Minous dempsterae,56.95996,1.3716159,3.6611876487731934
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (140).tif,Test,Minous dempsterae,Minous dempsterae,34.54908,1.5569181,2.5720083022117617
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (141).tif,Test,Minous dempsterae,Minous dempsterae,31.82678,0.9951619,1.9465346097946168
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (142).tif,Test,Minous dempsterae,Minous dempsterae,62.356068,3.3429165,5.4251732010792715
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (143).tif,Test,Minous dempsterae,Minous dempsterae,53.862164,2.9059303,5.112722715849779
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (144).tif,Test,Minous dempsterae,Minous dempsterae,42.467163,1.5476139,2.8784591436386107
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (145).tif,Test,Minous dempsterae,Minous dempsterae,36.6986,1.3551695,2.4832420229911802
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (146).tif,Test,Minous dempsterae,Minous dempsterae,32.57243,1.2435315,2.292329478263855
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (147).tif,Test,Minous dempsterae,Minous dempsterae,34.047325,1.2709999,2.3084049316797404
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (148).tif,Test,Minous dempsterae,Minous dempsterae,34.411667,1.0939536,2.165256881713867
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (149).tif,Test,Minous dempsterae,Minous dempsterae,31.760988,1.1176454,2.1351535041283594
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (15).tif,Test,Minous dempsterae,Minous dempsterae,55.97702,1.2985628,3.50828113950933
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (150).tif,Test,Minous dempsterae,Minous dempsterae,32.50972,1.0410552,2.059475317001343
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (151).tif,Test,Minous dempsterae,Minous dempsterae,30.011614,0.97295713,1.8949201173733696
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (152).tif,Test,Minous dempsterae,Minous dempsterae,30.134727,1.0302597,1.8751610934734344
/home/reshma/Otolith/otolith_Final/model_data/test/Minous dempsterae/Minous dempsterae_Sp4_L (153).tif,Test,Minous dempsterae,Minous dempsterae,28.600286,0.99657243,1.8848212675019602
