Image,actual_shape,predicted_shape,generated_caption,Description
Minous dempsterae_Sp4_L (44).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (55).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (59).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (60).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (70).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, notch absent. Posterior region: oblique.
Class detected:Brachypterois serrulata","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (74).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (75).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (76).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (77).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (78).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (79).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (80).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (81).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (89).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (91).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (93).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (94).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (95).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.
Class detected:Brachypterois serrulata","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (97).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (98).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
AD54R 1.6X.tif,elliptical to oval,elliptical,"Type: Sagittal. Side: Right otolith. Shape: elliptical, lobbed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum blunt, excisura moderately wide with acute deep notch. Posterior region: blunt to round.
Class detected:Minous inermis","Type: Sagittal. Side: Right otolith. Shape: elliptical to oval, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: round, rostrum round and antirostrum round or poorly defined, excisura wide with wide shallow notch. Posterior region: double-peaked."
AB8R 1.0X.tif,elliptical to fusiform,elliptical to oval,"Type: Sagittal. Side: Right otolith. Shape: elliptical to oval, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: angled to irregular, rostrum blunt, antirostrum poorly developed or blunt, excisura moderately narrow with shallow wide notch. Posterior region: blunt.
Class detected:Neomerinthe erostris","Type: Sagittal. Side: Right otolith. Shape: elliptical to fusiform, sinuate to entire dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled, antirostrum poorly developed, excisura moderately narrow with poorly defined notch. Posterior region: angled."
Platy ind 1 dorsal1 1.25x4.tif,Sagitiform,Fusiform,"Type: Sagittal. Side: Right otolith. Shape: Fusiform, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: irregular, rostrum and antirostrum blunt excisura wide with wide, shallow notch. Posterior region: irregular.
Class detected:Apistus carinatus","Type: Sagittal. Side: Right otolith. Shape: Sagitiform, Sinulate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region:  peaked, rostrum peaked and antirostrum angled or poorly defined, excisura wide with notch poorly defined. Posterior region: lanceolated."
Platy ind 4 dorsal 1.25x.tif,Sagitiform,Fusiform to sagitiform,"Type: Sagittal. Side: Right otolith. Shape: Fusiform to sagitiform, Sinulate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: peaked.
Class detected:Platycephalus indicus","Type: Sagittal. Side: Right otolith. Shape: Sagitiform, entire to Sinulate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region:  angled, rostrum angled and antirostrum poorly defined, excisura wide with notch poorly defined. Posterior region: lanceolated."
Platy ind 4 dorsal 1.25x2.tif,Sagitiform,Fusiform to sagitiform,"Type: Sagittal. Side: Right otolith. Shape: Fusiform to sagitiform, Sinulate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: peaked.
Class detected:Platycephalus indicus","Type: Sagittal. Side: Right otolith. Shape: Sagitiform, entire to Sinulate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region:  angled, rostrum angled and antirostrum poorly defined, excisura wide with notch poorly defined. Posterior region: lanceolated."
Platy ind 4 dorsal 1.25x3.tif,Sagitiform,Fusiform to sagitiform,"Type: Sagittal. Side: Right otolith. Shape: Fusiform to sagitiform, Sinulate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: peaked.
Class detected:Platycephalus indicus","Type: Sagittal. Side: Right otolith. Shape: Sagitiform, entire to Sinulate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region:  angled, rostrum angled and antirostrum poorly defined, excisura wide with notch poorly defined. Posterior region: lanceolated."
Polymixia fusca_Sp6_L (10).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (11).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (12).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (13).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, sinuate to lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (14).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (15).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (16).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (17).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (18).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (19).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (2).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
