path,source,true_label,assign_class,maha,pca,knn,is_ood,label,group
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,149.06126,5.797597,24.34794267654419,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,172.37503,6.226037,26.77157110214233,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,128.82089,5.535781,24.34541996002197,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,131.47258,5.488436,24.187365646362306,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,130.03616,5.5107803,24.372886962890625,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,127.98718,5.710633,24.23473937988281,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image015.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,137.91034,5.5295014,24.02970302581787,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image017.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,129.22955,5.9523664,24.544253368377685,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image018.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,158.11322,5.639181,25.39684381484985,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,149.12021,7.0039253,26.14963279724121,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,148.72282,6.865701,25.45048072814941,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,150.21663,6.816647,25.400842781066896,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,148.65343,6.750095,25.25829872131348,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,176.77313,7.657225,27.314303092956543,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,182.95796,7.4361243,25.88992588043213,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,146.06071,7.055951,26.3578279876709,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,169.62863,7.945967,28.3822261428833,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,168.28288,7.706665,28.095386695861816,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,166.95204,6.5609493,26.882071590423585,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,171.57112,7.9856997,29.091263465881347,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,172.7665,7.8792,29.13696655273437,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,176.18758,7.8569484,29.24374614715576,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,164.50021,7.4064875,28.588113555908205,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp10_Image015.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,151.18147,7.329036,27.75690742492676,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,133.0201,7.7304726,27.687938079833984,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image001_1.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,144.43422,8.17315,28.84593544006348,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,140.39778,8.605905,29.072331771850585,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,140.64037,8.552597,28.9712113571167,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,163.10959,7.914935,27.98742946624756,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,163.54472,8.178061,29.575522575378415,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,183.9569,7.9810877,28.486797409057612,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,136.57109,6.904939,24.7561806678772,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,177.30879,8.118628,30.14713912963867,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,184.0117,7.5591035,30.288659629821776,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp1_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,137.59314,9.533876,26.79164184570313,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,152.47844,6.7534065,27.48523536682129,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,152.99133,5.9391046,25.71288644790649,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,150.33899,5.9734426,25.56861925125122,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,164.04712,6.700262,26.677932357788087,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,162.46745,6.7587924,27.867855949401857,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,179.7911,6.647591,28.183304595947263,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,177.04468,6.5383487,27.90449737548828,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,185.07742,6.996735,29.190986022949215,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,180.68494,6.136579,27.62756099700928,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,179.92488,6.052113,27.37721824645996,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,194.13095,5.166659,28.08631982803345,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,176.16948,6.714773,27.78771068572998,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,164.33202,5.759196,26.322647476196288,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,177.57253,6.463806,27.465070419311523,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image015.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,181.86545,6.9120336,28.592458305358885,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp2_Image016.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,156.91722,6.5786414,27.198940811157225,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,192.70407,7.6693487,30.55507625579834,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,192.6849,7.510859,30.187225532531738,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,191.8975,7.5683327,30.24437034606933,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,186.80939,7.641069,30.2936047744751,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,197.09155,7.2184167,31.630678558349608,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,196.79503,7.269667,31.33224536895752,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,200.0527,7.1225595,30.738454399108885,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,186.0096,6.404544,28.76195205688477,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,187.09396,6.381516,28.8079239654541,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,190.88953,7.5506296,29.81705745697021,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,199.42108,7.2929816,31.077274627685547,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp3_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,179.46298,6.131373,27.65285078048706,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,156.26988,6.512924,26.283341751098632,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,155.2222,6.32439,26.18302001953125,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,157.43086,6.306669,25.834271240234376,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,156.24382,6.238567,25.742984924316406,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,157.72842,6.377474,26.26224994659424,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,155.63388,6.321724,26.40541618347168,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,165.2372,6.7263174,27.93189350128174,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,157.53506,6.5203605,26.79725433349609,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,157.02516,6.417634,26.563003311157228,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,158.88933,6.051382,25.4138934135437,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,159.43178,6.154473,25.57576675415039,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,159.11513,6.308766,25.829004096984864,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,158.539,6.427905,26.53161464691162,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,157.39618,6.414548,26.46974792480469,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp4_Image015.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,114.44151,7.8012414,23.653587913513185,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,173.73305,5.6002703,25.4558793258667,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,174.06659,5.532317,25.444940280914302,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,173.16876,5.5499396,25.30570062637329,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,175.4584,5.3975267,25.37612035751343,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,178.91808,5.460192,25.51231372833252,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,178.3839,5.656962,26.026730728149413,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,177.26057,5.640153,25.792068824768062,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,183.75491,5.565946,26.00255403518677,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,178.43759,5.612088,25.80795566558838,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,179.63339,5.639836,26.090053176879884,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,173.16841,5.5779104,25.69713972091675,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,196.42119,4.8203616,27.50729049682617,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,176.6566,5.4094396,25.976901779174806,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,177.50224,5.487929,25.876800212860108,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image015.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,174.17136,5.622073,25.732692127227786,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image016.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,184.99179,5.5577374,26.272919692993163,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image017.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,181.94165,5.4869995,26.09501953125,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp5_Image018.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,169.99254,5.490885,25.172322368621828,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,184.05655,6.3118453,27.048947525024413,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,184.83559,6.207703,27.09252727508545,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,183.53734,6.3461084,27.09792282104492,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,179.04259,6.321066,27.12624834060669,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,199.6063,5.391287,28.824605407714845,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,181.65802,6.380839,27.39613842010498,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,169.5299,6.858959,26.983964195251463,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,161.8965,7.269617,26.27773197174072,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,162.47873,7.2243237,26.1967951965332,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/R_sp6_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,192.62895,6.772847,28.177011127471925,True,OOD_shallow_marine_Nemipterus sp,OOD
